route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
115,63917,11893750,"El Cajon Transit Ctr",0,East,11503,115_2_66,1,2,El Caj TC
115,63917,11893751,"El Cajon Transit Ctr",0,East,11502,115_2_65,1,2,El Caj TC
115,63917,11893752,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893753,"El Cajon Transit Ctr",0,East,11501,115_2_65,1,2,El Caj TC
115,63917,11893754,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893755,"El Cajon Transit Ctr",0,East,11502,115_2_65,1,2,El Caj TC
115,63917,11893756,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893757,"El Cajon Transit Ctr",0,East,11501,115_2_65,1,2,El Caj TC
115,63917,11893758,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893759,"El Cajon Transit Ctr",0,East,11502,115_2_65,1,2,El Caj TC
115,63917,11893760,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893761,"El Cajon Transit Ctr",0,East,11501,115_2_65,1,2,El Caj TC
115,63917,11893762,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893763,"El Cajon Transit Ctr",0,East,11502,115_2_65,1,2,El Caj TC
115,63917,11893764,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893765,"El Cajon Transit Ctr",0,East,11501,115_2_65,1,2,El Caj TC
115,63917,11893766,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893767,"El Cajon Transit Ctr",0,East,11502,115_2_65,1,2,El Caj TC
115,63917,11893768,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893769,"El Cajon Transit Ctr",0,East,11501,115_2_65,1,2,El Caj TC
115,63917,11893770,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893771,"El Cajon Transit Ctr",0,East,11502,115_2_65,1,2,El Caj TC
115,63917,11893772,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893773,"El Cajon Transit Ctr",0,East,11501,115_2_65,1,2,El Caj TC
115,63917,11893774,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893775,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893776,"El Cajon Transit Ctr",0,East,11503,115_2_65,1,2,El Caj TC
115,63917,11893777,"El Cajon Transit Ctr",0,East,11504,115_2_65,1,2,El Caj TC
115,63917,11893778,"El Cajon Transit Ctr",0,East,81501,115_2_65,1,2,El Caj TC
115,63917,11893779,"SDSU",1,West,11502,115_3_61,1,2,SDSU
115,63917,11893722,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893723,"SDSU",1,West,11501,115_3_64,1,2,SDSU
115,63917,11893724,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893725,"SDSU",1,West,11502,115_3_64,1,2,SDSU
115,63917,11893726,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893727,"SDSU",1,West,11501,115_3_64,1,2,SDSU
115,63917,11893728,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893729,"SDSU",1,West,11502,115_3_64,1,2,SDSU
115,63917,11893730,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893731,"SDSU",1,West,11501,115_3_64,1,2,SDSU
115,63917,11893732,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893733,"SDSU",1,West,11502,115_3_64,1,2,SDSU
115,63917,11893734,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893735,"SDSU",1,West,11501,115_3_64,1,2,SDSU
115,63917,11893736,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893737,"SDSU",1,West,11502,115_3_64,1,2,SDSU
115,63917,11893738,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893739,"SDSU",1,West,11501,115_3_64,1,2,SDSU
115,63917,11893740,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893741,"SDSU",1,West,11502,115_3_64,1,2,SDSU
115,63917,11893742,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893743,"SDSU",1,West,11501,115_3_64,1,2,SDSU
115,63917,11893744,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893745,"SDSU",1,West,11502,115_3_64,1,2,SDSU
115,63917,11893746,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893747,"SDSU",1,West,11503,115_3_64,1,2,SDSU
115,63917,11893748,"SDSU",1,West,11504,115_3_64,1,2,SDSU
115,63917,11893749,"SDSU",1,West,81501,115_3_64,1,2,SDSU
815,63917,11893690,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893691,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893692,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893693,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893694,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893695,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893696,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893697,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893698,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893699,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893700,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893701,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893702,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893703,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893704,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893705,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893706,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893707,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893708,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893709,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893710,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893711,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893712,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893713,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893714,"Broadway & E. Main",0,East,81502,815_2_16,1,2,Brdwy&E. Main
815,63917,11893715,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893716,"Broadway & E. Main",0,East,81501,815_2_16,1,2,Brdwy&E. Main
815,63917,11893661,"Broadway & E. Main",0,East,86402,815_2_16,1,2,Brdwy&E. Main
815,63917,11893717,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893662,"El Cajon Transit Ctr",1,West,11501,815_3_17,1,2,El Caj TC
815,63917,11893663,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893664,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893665,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893666,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893667,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893668,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893669,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893670,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893671,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893672,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893673,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893674,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893675,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893676,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893677,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893678,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893679,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893680,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893681,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893682,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893683,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893684,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893685,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893686,"El Cajon Transit Ctr",1,West,81502,815_3_17,1,2,El Caj TC
815,63917,11893687,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893688,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
815,63917,11893689,"El Cajon Transit Ctr",1,West,81501,815_3_17,1,2,El Caj TC
816,63917,11894224,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894243,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11894262,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894226,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894245,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11894264,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894228,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894247,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11894266,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894230,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894249,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11894268,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894232,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894251,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11894270,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894234,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894253,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11894272,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894236,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894255,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11893879,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894238,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894257,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11893801,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894240,"Cuyamaca College",0,East,81602,816_2_20,1,2,Cuy Clg
816,63917,11894259,"Cuyamaca College",0,East,81601,816_2_20,1,2,Cuy Clg
816,63917,11893782,"Cuyamaca College",0,East,81603,816_2_20,1,2,Cuy Clg
816,63917,11894223,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894242,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894261,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894225,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894244,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894263,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894227,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894246,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894265,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894229,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894248,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894267,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894231,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894250,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894269,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894233,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894252,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894271,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894235,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894254,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894132,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894237,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894256,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11894129,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894239,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894258,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
816,63917,11893781,"El Cajon Transit Ctr",1,West,81603,816_3_21,1,2,El Caj TC
816,63917,11894241,"El Cajon Transit Ctr",1,West,81602,816_3_21,1,2,El Caj TC
816,63917,11894260,"El Cajon Transit Ctr",1,West,81601,816_3_21,1,2,El Caj TC
832,63917,11894051,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894052,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894053,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894054,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894055,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894056,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894057,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894058,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894059,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894060,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894061,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894062,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894063,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
832,63917,11894064,"North Santee",0,Clockwise,83201,832_8_6,1,2,N. Santee
834,63917,11893718,"West Santee",1,Counterclockwise,83401,834_9_15,1,2,West Santee
834,63917,11893719,"West Santee",1,Counterclockwise,83401,834_9_15,1,2,West Santee
834,6391723,11893780,"Santee Trolley",1,Counterclockwise,83402,834_9_16,1,2,Santee Trly
834,63917,11893720,"West Santee",1,Counterclockwise,83402,834_9_15,1,2,West Santee
834,63917,11893721,"West Santee",1,Counterclockwise,83402,834_9_15,1,2,West Santee
848,63917,11893820,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893785,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893803,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893822,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893787,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893805,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893824,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893789,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893807,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893826,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893791,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893809,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893828,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893793,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893811,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893830,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893840,"Lakeside",0,North,84804,848_0_38,1,2,Lakeside
848,63917,11893795,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893813,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893832,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893842,"Lakeside",0,North,84804,848_0_38,1,2,Lakeside
848,63917,11893797,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893815,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893834,"Lakeside",0,North,84802,848_0_38,1,2,Lakeside
848,63917,11893844,"Lakeside",0,North,84804,848_0_38,1,2,Lakeside
848,63917,11893799,"Lakeside",0,North,84801,848_0_38,1,2,Lakeside
848,63917,11893817,"Lakeside",0,North,84803,848_0_38,1,2,Lakeside
848,63917,11893836,"Lakeside",0,North,86402,848_0_38,1,2,Lakeside
848,63917,11893819,"Lakeside",0,North,11503,848_0_38,1,2,Lakeside
848,63917,11893838,"Lakeside",0,North,87501,848_0_38,1,2,Lakeside
848,63917,11893783,"El Cajon Transit Ctr",1,South,81601,848_1_37,1,2,El Caj TC
848,63917,11893800,"El Cajon Transit Ctr",1,South,86402,848_1_37,1,2,El Caj TC
848,63917,11893784,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893802,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893821,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893786,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893804,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893823,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893788,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893806,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893825,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893790,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893808,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893827,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893792,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893810,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893829,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893839,"El Cajon Transit Ctr",1,South,84804,848_1_37,1,2,El Caj TC
848,63917,11893794,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893812,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893831,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893841,"El Cajon Transit Ctr",1,South,84804,848_1_37,1,2,El Caj TC
848,63917,11893796,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893814,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893833,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893843,"El Cajon Transit Ctr",1,South,84804,848_1_37,1,2,El Caj TC
848,63917,11893798,"El Cajon Transit Ctr",1,South,84801,848_1_37,1,2,El Caj TC
848,63917,11893816,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893835,"El Cajon Transit Ctr",1,South,84802,848_1_37,1,2,El Caj TC
848,63917,11893818,"El Cajon Transit Ctr",1,South,84803,848_1_37,1,2,El Caj TC
848,63917,11893837,"El Cajon Transit Ctr",1,South,86402,848_1_37,1,2,El Caj TC
854,63917,11893846,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893878,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893848,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893880,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893882,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893850,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893884,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893886,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893852,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893888,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893890,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893854,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893892,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893894,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893856,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893896,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893898,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893858,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893900,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893902,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893860,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893904,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893906,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893862,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893908,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893910,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893864,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893912,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893914,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893866,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893916,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893918,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893868,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,6391727,11893920,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,6391727,11893922,"X Grossmont College Express",0,North,85402,854_0_48,1,2,X Grsmt Clg Exp
854,63917,11893870,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,63917,11893872,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,63917,11893874,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,63917,11893876,"Grossmont College",0,North,85401,854_0_47,1,2,Grsmt Clg
854,63917,11893845,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,63917,11893847,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,6391727,11893881,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,63917,11893849,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,6391727,11893883,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,6391727,11893885,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,63917,11893851,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,6391727,11893887,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,6391727,11893889,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,63917,11893853,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,6391727,11893891,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,6391727,11893893,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,63917,11893855,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,6391727,11893895,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,6391727,11893897,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,63917,11893857,"Grossmont Trolley",1,South,85401,854_1_46,1,2,Grossmont Trly
854,6391727,11893899,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
854,6391727,11893901,"X Grossmont Trolley Express",1,South,85402,854_1_41,1,2,X Grossmont Trly Exp
